scenario_id,condition,run_id,turn,speaker,text,salary_offer,hours_offer,decision
1,cooperative,0,0,Employer,"MESSAGE: I understand your request, but our maximum salary offer is 87,000 USD. As for the working hours, we prefer at least 9 hours per day. Would you consider a compromise on both fronts?
SALARY_OFFER: NONE
HOURS_OFFER: 9
DECISION: continue",,9.0,continue
1,cooperative,0,0,Candidate,"MESSAGE: Thank you for the proposal. While 87,000 USD is higher than my minimum acceptable salary, I'm still looking for a better match to my target salary of 90,000 USD. As for working hours, I could consider 8.5 hours instead of 9. Would that be feasible?
SALARY_OFFER: 87,000
HOURS_OFFER: 9
DECISION: continue",87000.0,9.0,continue
1,cooperative,1,0,Employer,"MESSAGE: We can discuss the salary, but we cannot compromise on working hours. Our minimum requirement is 9 hours.
SALARY_OFFER: NONE
HOURS_OFFER: 9
DECISION: continue",,9.0,continue
1,cooperative,1,0,Candidate,"MESSAGE: I appreciate your understanding on working hours. However, I was hoping for a slightly higher salary. Would you consider 85,000 USD?
SALARY_OFFER: 80,000
HOURS_OFFER: 9
DECISION: continue",80000.0,9.0,continue
1,cooperative,2,0,Employer,"MESSAGE: I understand your request, but our maximum offer is 87,000 USD. As for working hours, we can discuss a compromise between 9 and 10 hours.
SALARY_OFFER: 87000
HOURS_OFFER: 9
DECISION: continue",87000.0,9.0,continue
1,competitive,0,0,Employer,"MESSAGE: Unfortunately, our maximum offer is 87,000. We can discuss working hours though.
SALARY_OFFER: 87,000
HOURS_OFFER: 10
DECISION: continue",87000.0,10.0,continue
1,competitive,0,0,Candidate,"MESSAGE: That's a bit lower than we were hoping for. Can you meet us at 90,000? As for the hours, 9 is our maximum acceptable.
SALARY_OFFER: 87,000
HOURS_OFFER: 10
DECISION: continue",87000.0,10.0,continue
1,competitive,1,0,Employer,"MESSAGE: I appreciate your enthusiasm, but our maximum salary offer is 87,000 USD. As for the working hours, we can discuss alternatives to an 8-hour day.
SALARY_OFFER: NONE
HOURS_OFFER: 10
DECISION: continue",,10.0,continue
1,competitive,1,0,Candidate,"MESSAGE: That's a good start, but I'm looking at 85,000 USD as our minimum. For working hours, I'd like to explore options within the 9-hour range.
SALARY_OFFER: NONE
HOURS_OFFER: 9
DECISION: continue",,9.0,continue
1,competitive,1,1,Employer,"MESSAGE: We're willing to meet you halfway on salary and can offer 80,500 USD. For working hours, we can discuss a 10-hour day with flexibility for occasional overtime.
SALARY_OFFER: 80,500
HOURS_OFFER: 10
DECISION: continue",80500.0,10.0,continue
